,x,y
123,5.6000000000000005,4.57
124,5.58,4.57
125,5.5,4.57
126,5.48,4.57
127,5.4,4.57
128,5.380000000000001,4.57
129,5.300000000000001,4.57
130,5.28,4.57
131,5.2,4.57
132,5.180000000000001,4.57
133,5.1000000000000005,4.57
134,5.079979598671723,4.5704522255358855
135,5.0,4.57
136,4.98,4.57
137,4.9,4.57
138,4.880000000000001,4.57
139,4.800000000000001,4.57
140,4.779918488207897,4.570907211826843
141,4.7,4.57
142,4.679918488207897,4.570907211826843
143,4.6000000000000005,4.57
144,4.58,4.57
145,4.5,4.57
146,4.48,4.57
147,4.4,4.57
148,4.38,4.57
149,4.3,4.57
150,4.28,4.57
151,4.2,4.57
152,4.180000000000001,4.57
153,4.1000000000000005,4.57
154,4.08,4.57
155,4.0,4.57
156,3.9800000000000004,4.57
157,3.9000000000000004,4.57
158,3.8800000000000003,4.57
159,3.8000000000000003,4.57
160,3.7800000000000002,4.57
161,3.7,4.57
162,3.68,4.57
163,3.6,4.57
164,3.58,4.57
165,3.5,4.57
166,3.4800000000000004,4.57
167,3.4000000000000004,4.57
168,3.3800000000000003,4.57
169,3.3000000000000003,4.57
170,3.2800000000000002,4.57
171,3.2,4.57
172,3.18,4.57
173,3.1,4.57
174,3.08,4.57
175,3.0,4.57
176,2.9800000000000004,4.57
177,2.9000000000000004,4.57
178,2.8800000000000003,4.57
179,2.8000000000000003,4.57
180,2.7800000000000002,4.57
181,2.7,4.57
182,2.68,4.57
183,2.6,4.57
184,2.58,4.57
185,2.5,4.57
186,2.4800000000000004,4.57
187,2.4000000000000004,4.57
188,2.3800000000000003,4.57
189,2.3000000000000003,4.57
190,2.2800000000000002,4.57
191,2.2,4.57
192,2.18,4.57
193,2.1,4.57
194,2.08,4.57
195,2.0,4.57
196,1.9800000000000002,4.57
197,1.9000000000000001,4.57
198,1.8800000000000001,4.57
199,1.8,4.57
200,1.7800000000000002,4.57
201,1.7000000000000002,4.57
202,1.6800000000000002,4.57
203,1.6,4.57
204,1.58,4.57
205,1.5,4.57
206,1.4800000000000002,4.57
207,1.4000000000000001,4.57
208,1.3800000000000001,4.57
209,1.3,4.57
210,1.2800000000000002,4.57
211,1.2000000000000002,4.57
212,1.1800000000000002,4.57
213,1.1,4.57
214,1.08,4.57
215,1.0,4.57
216,0.98,4.57
217,0.9,4.57
218,0.88,4.57
219,0.8,4.57
220,0.78,4.57
221,0.7000000000000001,4.57
222,0.68,4.57
223,0.6000000000000001,4.57
224,0.58,4.57
225,0.5,4.57
226,0.48000000000000004,4.57
227,0.4,4.57
228,0.38000000000000006,4.57
229,0.30000000000000004,4.57
230,0.28,4.57
231,0.2,4.57
232,0.18,4.57
233,0.1,4.57
234,0.08,4.57
235,0.0,4.57
236,0.0,4.45
237,0.08,4.45
238,0.1,4.45
239,0.17997959867172247,4.450452225535885
240,0.2,4.45
241,0.27997959867172245,4.450452225535885
242,0.30000000000000004,4.45
243,0.3799795986717225,4.450452225535885
244,0.4,4.45
245,0.47997959867172246,4.450452225535885
246,0.5,4.45
247,0.5799795986717224,4.450452225535885
248,0.6000000000000001,4.45
249,0.6799795986717225,4.450452225535885
250,0.7000000000000001,4.45
251,0.7799795986717225,4.450452225535885
252,0.8,4.45
253,0.8799795986717225,4.450452225535885
254,0.9,4.45
255,0.9799795986717225,4.450452225535885
256,1.0,4.45
257,1.0799795986717224,4.450452225535885
258,1.1,4.45
259,1.1799795986717225,4.450452225535885
260,1.2000000000000002,4.45
261,1.2799795986717226,4.450452225535885
262,1.3,4.45
263,1.3799795986717225,4.450452225535885
264,1.4000000000000001,4.45
265,1.4799795986717226,4.450452225535885
266,1.5,4.45
267,1.5799795986717224,4.450452225535885
268,1.6,4.45
269,1.6799795986717225,4.450452225535885
270,1.7000000000000002,4.45
271,1.7799795986717226,4.450452225535885
272,1.8,4.45
273,1.8799795986717225,4.450452225535885
274,1.9000000000000001,4.45
275,1.9799795986717226,4.450452225535885
276,2.0,4.45
277,2.0799795986717227,4.450452225535885
278,2.1,4.45
279,2.1799795986717228,4.450452225535885
280,2.2,4.45
281,2.279979598671723,4.450452225535885
282,2.3000000000000003,4.45
283,2.379979598671723,4.450452225535885
284,2.4000000000000004,4.45
285,2.479979598671723,4.450452225535885
286,2.5,4.45
287,2.5799795986717227,4.450452225535885
288,2.6,4.45
289,2.6799795986717228,4.450452225535885
290,2.7,4.45
291,2.779979598671723,4.450452225535885
292,2.8000000000000003,4.45
293,2.879979598671723,4.450452225535885
294,2.9000000000000004,4.45
295,2.979979598671723,4.450452225535885
296,3.0,4.45
297,3.0799795986717227,4.450452225535885
298,3.1,4.45
299,3.1799795986717228,4.450452225535885
300,3.2,4.45
301,3.279979598671723,4.450452225535885
302,3.3000000000000003,4.45
303,3.379979598671723,4.450452225535885
304,3.4000000000000004,4.45
305,3.479979598671723,4.450452225535885
306,3.5,4.45
307,3.5799795986717227,4.450452225535885
308,3.6,4.45
309,3.6799795986717228,4.450452225535885
310,3.7,4.45
311,3.779979598671723,4.450452225535885
312,3.8000000000000003,4.45
313,3.879979598671723,4.450452225535885
314,3.9000000000000004,4.45
315,3.979979598671723,4.450452225535885
316,4.0,4.45
317,4.079979598671723,4.450452225535885
318,4.1000000000000005,4.45
319,4.179979598671723,4.450452225535885
320,4.2,4.45
321,4.279979598671723,4.450452225535885
322,4.3,4.45
323,4.38,4.45
324,4.4,4.45
325,4.479979598671723,4.450452225535885
326,4.5,4.45
327,4.571641616143538,4.460754610187094
328,4.6000000000000005,4.45
329,4.635952937371159,4.42207774468507
330,4.671905874742317,4.4935437246642564
331,4.7,4.45
332,4.725968127032368,4.379973949451492
333,4.751936254064735,4.455642016550043
334,4.777904381097104,4.514384033998464
335,4.800000000000001,4.45
336,4.830585177115327,4.403075515136149
337,4.861170354230653,4.476998089095828
338,4.89175553134598,4.469926395768024
339,4.9,4.45
340,4.976276842061288,4.457502099828148
341,5.0,4.45
342,5.08,4.45
343,5.1000000000000005,4.45
344,5.179979598671723,4.450452225535885
345,5.2,4.45
346,5.279979598671723,4.450452225535885
347,5.300000000000001,4.45
348,5.379979598671723,4.450452225535885
349,5.4,4.45
350,5.479979598671723,4.450452225535885
351,5.5,4.45
352,5.579979598671723,4.450452225535885
353,5.6000000000000005,4.45
354,5.679979598671723,4.450452225535885
355,5.7,4.45
356,5.78,4.45
357,5.800000000000001,4.45
358,5.880000000000001,4.45
359,5.880000000000001,4.33
360,5.800000000000001,4.33
361,5.78,4.33
362,5.7,4.33
363,5.679979598671723,4.330452225535886
364,5.6000000000000005,4.33
365,5.579979598671723,4.330452225535886
366,5.5,4.33
367,5.479979598671723,4.330452225535886
368,5.4,4.33
369,5.379979598671723,4.330452225535886
370,5.300000000000001,4.33
371,5.28,4.33
372,5.2,4.33
373,5.180000000000001,4.33
374,5.1000000000000005,4.33
375,5.079675439692952,4.3318363838018605
376,5.0,4.33
377,4.995858878501706,4.343189228376685
378,4.97189415887628,4.399731608129251
379,4.947929439250853,4.3234053858116575
380,4.923964719625427,4.2536737776824065
381,4.9,4.33
382,4.897677761508634,4.341172972393286
383,4.881398134590529,4.419499045621857
384,4.865118507672423,4.402739587031927
385,4.848838880754317,4.324413513803357
386,4.832559253836211,4.246087440574787
387,4.8162796269181065,4.2516739267714305
388,4.800000000000001,4.33
389,4.776735225740903,4.372566325797351
390,4.7383676128704515,4.308716837101325
391,4.7,4.33
392,4.6746830363268534,4.339478285949512
393,4.6000000000000005,4.33
394,4.556741839505163,4.3367005953105435
395,4.5,4.33
396,4.492977415324038,4.339834923292077
397,4.446488707662019,4.3250825383539615
398,4.4,4.33
399,4.379018321850804,4.333317573580296
400,4.3,4.33
401,4.279979598671723,4.330452225535886
402,4.2,4.33
403,4.179979598671723,4.330452225535886
404,4.1000000000000005,4.33
405,4.079979598671723,4.330452225535886
406,4.0,4.33
407,3.979979598671723,4.330452225535886
408,3.9000000000000004,4.33
409,3.879979598671723,4.330452225535886
410,3.8000000000000003,4.33
411,3.779979598671723,4.330452225535886
412,3.7,4.33
413,3.6799795986717228,4.330452225535886
414,3.6,4.33
415,3.5799795986717227,4.330452225535886
416,3.5,4.33
417,3.479979598671723,4.330452225535886
418,3.4000000000000004,4.33
419,3.379979598671723,4.330452225535886
420,3.3000000000000003,4.33
421,3.279979598671723,4.330452225535886
422,3.2,4.33
423,3.1799795986717228,4.330452225535886
424,3.1,4.33
425,3.0799795986717227,4.330452225535886
426,3.0,4.33
427,2.979979598671723,4.330452225535886
428,2.9000000000000004,4.33
429,2.879979598671723,4.330452225535886
430,2.8000000000000003,4.33
431,2.779979598671723,4.330452225535886
432,2.7,4.33
433,2.6799795986717228,4.330452225535886
434,2.6,4.33
435,2.5799795986717227,4.330452225535886
436,2.5,4.33
437,2.479979598671723,4.330452225535886
438,2.4000000000000004,4.33
439,2.379979598671723,4.330452225535886
440,2.3000000000000003,4.33
441,2.279979598671723,4.330452225535886
442,2.2,4.33
443,2.1799795986717228,4.330452225535886
444,2.1,4.33
445,2.0799795986717227,4.330452225535886
446,2.0,4.33
447,1.9799795986717226,4.330452225535886
448,1.9000000000000001,4.33
449,1.8799795986717225,4.330452225535886
450,1.8,4.33
451,1.7799795986717226,4.330452225535886
452,1.7000000000000002,4.33
453,1.6799795986717225,4.330452225535886
454,1.6,4.33
455,1.5799795986717224,4.330452225535886
456,1.5,4.33
457,1.4799795986717226,4.330452225535886
458,1.4000000000000001,4.33
459,1.3799795986717225,4.330452225535886
460,1.3,4.33
461,1.2799795986717226,4.330452225535886
462,1.2000000000000002,4.33
463,1.1799795986717225,4.330452225535886
464,1.1,4.33
465,1.0799795986717224,4.330452225535886
466,1.0,4.33
467,0.9799795986717225,4.330452225535886
468,0.9,4.33
469,0.8799795986717225,4.330452225535886
470,0.8,4.33
471,0.7799795986717225,4.330452225535886
472,0.7000000000000001,4.33
473,0.6799795986717225,4.330452225535886
474,0.6000000000000001,4.33
475,0.5799795986717224,4.330452225535886
476,0.5,4.33
477,0.47997959867172246,4.330452225535886
478,0.4,4.33
479,0.3799795986717225,4.330452225535886
480,0.30000000000000004,4.33
481,0.27997959867172245,4.330452225535886
482,0.2,4.33
483,0.17997959867172247,4.330452225535886
484,0.1,4.33
485,0.08,4.33
486,0.0,4.33
487,0.0,4.21
488,0.08,4.21
489,0.1,4.21
490,0.17997959867172247,4.210452225535886
491,0.2,4.21
492,0.27997959867172245,4.210452225535886
493,0.30000000000000004,4.21
494,0.3799795986717225,4.210452225535886
495,0.4,4.21
496,0.47997959867172246,4.210452225535886
497,0.5,4.21
498,0.5799795986717224,4.210452225535886
499,0.6000000000000001,4.21
500,0.6799795986717225,4.210452225535886
501,0.7000000000000001,4.21
502,0.7799795986717225,4.210452225535886
503,0.8,4.21
504,0.8799795986717225,4.210452225535886
505,0.9,4.21
506,0.9799795986717225,4.210452225535886
507,1.0,4.21
508,1.0799795986717224,4.210452225535886
509,1.1,4.21
510,1.1799795986717225,4.210452225535886
511,1.2000000000000002,4.21
512,1.2799795986717226,4.210452225535886
513,1.3,4.21
514,1.3799795986717225,4.210452225535886
515,1.4000000000000001,4.21
516,1.4799795986717226,4.210452225535886
517,1.5,4.21
518,1.5799795986717224,4.210452225535886
519,1.6,4.21
520,1.6799795986717225,4.210452225535886
521,1.7000000000000002,4.21
522,1.7799795986717226,4.210452225535886
523,1.8,4.21
524,1.8799795986717225,4.210452225535886
525,1.9000000000000001,4.21
526,1.9799795986717226,4.210452225535886
527,2.0,4.21
528,2.0799795986717227,4.210452225535886
529,2.1,4.21
530,2.1799795986717228,4.210452225535886
531,2.2,4.21
532,2.279979598671723,4.210452225535886
533,2.3000000000000003,4.21
534,2.379979598671723,4.210452225535886
535,2.4000000000000004,4.21
536,2.479979598671723,4.210452225535886
537,2.5,4.21
538,2.5799795986717227,4.210452225535886
539,2.6,4.21
540,2.6799795986717228,4.210452225535886
541,2.7,4.21
542,2.779979598671723,4.210452225535886
543,2.8000000000000003,4.21
544,2.879979598671723,4.210452225535886
545,2.9000000000000004,4.21
546,2.979979598671723,4.210452225535886
547,3.0,4.21
548,3.0799795986717227,4.210452225535886
549,3.1,4.21
550,3.1799795986717228,4.210452225535886
551,3.2,4.21
552,3.279979598671723,4.210452225535886
553,3.3000000000000003,4.21
554,3.379979598671723,4.210452225535886
555,3.4000000000000004,4.21
556,3.479979598671723,4.210452225535886
557,3.5,4.21
558,3.5799795986717227,4.210452225535886
559,3.6,4.21
560,3.6799795986717228,4.210452225535886
561,3.7,4.21
562,3.779979598671723,4.210452225535886
563,3.8000000000000003,4.21
564,3.879979598671723,4.210452225535886
565,3.9000000000000004,4.21
566,3.979979598671723,4.210452225535886
567,4.0,4.21
568,4.079979598671723,4.210452225535886
569,4.1000000000000005,4.21
570,4.179979598671723,4.210452225535886
571,4.2,4.21
572,4.28,4.21
573,4.3,4.21
574,4.345996032960709,4.204302119375616
575,4.391992065921418,4.221395761248767
576,4.4,4.21
577,4.422645415109782,4.133272005275091
578,4.445290830219565,4.194044224743935
579,4.467936245329347,4.270772219468844
580,4.490581660439129,4.241911550512129
581,4.5,4.21
582,4.537299497410592,4.185901916969179
583,4.574598994821184,4.256674422173653
584,4.6000000000000005,4.21
585,4.658037445545431,4.2176251718680415
586,4.7,4.21
587,4.755474777338722,4.215688615700658
588,4.800000000000001,4.21
589,4.845511180090499,4.20351075070024
590,4.8910223601809975,4.222978498599519
591,4.9,4.21
592,4.922102672550404,4.133113903297607
593,4.944205345100808,4.1898427816400785
594,4.966308017651212,4.266728878342471
595,4.988410690201615,4.250314436719842
596,5.0,4.21
597,5.021840551923795,4.133039033973942
598,5.043681103847589,4.187733696757999
599,5.065521655771383,4.264694662784056
600,5.087362207695178,4.254532606484004
601,5.1000000000000005,4.21
602,5.140267259438331,4.193291747026366
603,5.180534518876661,4.243416505947266
604,5.2,4.21
605,5.274108582465689,4.219802266000167
606,5.300000000000001,4.21
607,5.380000000000001,4.21
608,5.4,4.21
609,5.48,4.21
610,5.5,4.21
611,5.579979598671723,4.210452225535886
612,5.6000000000000005,4.21
613,5.679979598671723,4.210452225535886
614,5.7,4.21
615,5.78,4.21
616,5.800000000000001,4.21
617,5.880000000000001,4.21
618,5.880000000000001,4.09
619,5.800000000000001,4.09
620,5.78,4.09
621,5.7,4.09
622,5.679979598671723,4.090452225535886
623,5.6000000000000005,4.09
624,5.579979598671723,4.090452225535886
625,5.5,4.09
626,5.474683036326853,4.099478285949512
627,5.4,4.09
628,5.372563152557223,4.134340576507746
629,5.336281576278612,4.0630408764891675
630,5.300000000000001,4.09
631,5.282463741322076,4.137929689600654
632,5.2549758275480505,4.103599814776035
633,5.227487913774025,4.028470495623312
634,5.2,4.09
635,5.196348722517923,4.098330067403817
636,5.164232481678615,4.122470151142554
637,5.132116240839308,4.04919978145363
638,5.1000000000000005,4.09
639,5.090068121273334,4.104582334883387
640,5.045034060636667,4.082708832558306
641,5.0,4.09
642,4.972280316182184,4.100568733511361
643,4.9,4.09
644,4.875768944504109,4.09821005174449
645,4.800000000000001,4.09
646,4.772905495979535,4.100347894654284
647,4.7,4.09
648,4.666226492218826,4.10099583472711
649,4.6000000000000005,4.09
650,4.552442343477916,4.09281357968656
651,4.5,4.09
652,4.478448207112607,4.152312572000068
653,4.452298804741738,4.096646520627406
654,4.42614940237087,4.021040907372527
655,4.4,4.09
656,4.3789992156791175,4.1502450735153396
657,4.352666143786078,4.097648382362323
658,4.326333071893039,4.022106544122337
659,4.3,4.09
660,4.277639258935512,4.095555986485671
661,4.2,4.09
662,4.180000000000001,4.09
663,4.1000000000000005,4.09
664,4.079979598671723,4.090452225535886
665,4.0,4.09
666,3.979979598671723,4.090452225535886
667,3.9000000000000004,4.09
668,3.879979598671723,4.090452225535886
669,3.8000000000000003,4.09
670,3.779979598671723,4.090452225535886
671,3.7,4.09
672,3.6799795986717228,4.090452225535886
673,3.6,4.09
674,3.5799795986717227,4.090452225535886
675,3.5,4.09
676,3.479979598671723,4.090452225535886
677,3.4000000000000004,4.09
678,3.379979598671723,4.090452225535886
679,3.3000000000000003,4.09
680,3.279979598671723,4.090452225535886
681,3.2,4.09
682,3.1799795986717228,4.090452225535886
683,3.1,4.09
684,3.08,4.09
685,3.0,4.09
686,2.9800000000000004,4.09
687,2.9000000000000004,4.09
688,2.8800000000000003,4.09
689,2.8000000000000003,4.09
690,2.7800000000000002,4.09
691,2.7,4.09
692,2.6799795986717228,4.090452225535886
693,2.6,4.09
694,2.5799795986717227,4.090452225535886
695,2.5,4.09
696,2.479979598671723,4.090452225535886
697,2.4000000000000004,4.09
698,2.379979598671723,4.090452225535886
699,2.3000000000000003,4.09
700,2.279979598671723,4.090452225535886
701,2.2,4.09
702,2.1799795986717228,4.090452225535886
703,2.1,4.09
704,2.0799795986717227,4.090452225535886
705,2.0,4.09
706,1.9799795986717226,4.090452225535886
707,1.9000000000000001,4.09
708,1.8799795986717225,4.090452225535886
709,1.8,4.09
710,1.7799795986717226,4.090452225535886
711,1.7000000000000002,4.09
712,1.6799795986717225,4.090452225535886
713,1.6,4.09
714,1.5799795986717224,4.090452225535886
715,1.5,4.09
716,1.4799795986717226,4.090452225535886
717,1.4000000000000001,4.09
718,1.3799795986717225,4.090452225535886
719,1.3,4.09
720,1.2799795986717226,4.090452225535886
721,1.2000000000000002,4.09
722,1.1799795986717225,4.090452225535886
723,1.1,4.09
724,1.0799795986717224,4.090452225535886
725,1.0,4.09
726,0.9799795986717225,4.090452225535886
727,0.9,4.09
728,0.8799795986717225,4.090452225535886
729,0.8,4.09
730,0.7799795986717225,4.090452225535886
731,0.7000000000000001,4.09
732,0.6799795986717225,4.090452225535886
733,0.6000000000000001,4.09
734,0.5799795986717224,4.090452225535886
735,0.5,4.09
736,0.47997959867172246,4.090452225535886
737,0.4,4.09
738,0.3799795986717225,4.090452225535886
739,0.30000000000000004,4.09
740,0.27997959867172245,4.090452225535886
741,0.2,4.09
742,0.17997959867172247,4.090452225535886
743,0.1,4.09
744,0.08,4.09
745,0.0,4.09
746,0.0,3.9699999999999998
747,0.08,3.9699999999999998
748,0.1,3.9699999999999998
749,0.17997959867172247,3.970452225535886
750,0.2,3.9699999999999998
751,0.27997959867172245,3.970452225535886
752,0.30000000000000004,3.9699999999999998
753,0.3799795986717225,3.970452225535886
754,0.4,3.9699999999999998
755,0.47997959867172246,3.970452225535886
756,0.5,3.9699999999999998
757,0.5799795986717224,3.970452225535886
758,0.6000000000000001,3.9699999999999998
759,0.6799795986717225,3.970452225535886
760,0.7000000000000001,3.9699999999999998
761,0.7799795986717225,3.970452225535886
762,0.8,3.9699999999999998
763,0.8799795986717225,3.970452225535886
764,0.9,3.9699999999999998
765,0.9799795986717225,3.970452225535886
766,1.0,3.9699999999999998
767,1.0799795986717224,3.970452225535886
768,1.1,3.9699999999999998
769,1.1799795986717225,3.970452225535886
770,1.2000000000000002,3.9699999999999998
771,1.2799795986717226,3.970452225535886
772,1.3,3.9699999999999998
773,1.3799795986717225,3.970452225535886
774,1.4000000000000001,3.9699999999999998
775,1.4799795986717226,3.970452225535886
776,1.5,3.9699999999999998
777,1.5799795986717224,3.970452225535886
778,1.6,3.9699999999999998
779,1.6799795986717225,3.970452225535886
780,1.7000000000000002,3.9699999999999998
781,1.7799795986717226,3.970452225535886
782,1.8,3.9699999999999998
783,1.8799795986717225,3.970452225535886
784,1.9000000000000001,3.9699999999999998
785,1.9799795986717226,3.970452225535886
786,2.0,3.9699999999999998
787,2.08,3.9699999999999998
788,2.1,3.9699999999999998
789,2.18,3.9699999999999998
790,2.2,3.9699999999999998
791,2.2800000000000002,3.9699999999999998
792,2.3000000000000003,3.9699999999999998
793,2.3800000000000003,3.9699999999999998
794,2.4000000000000004,3.9699999999999998
795,2.4800000000000004,3.9699999999999998
796,2.5,3.9699999999999998
797,2.5799184882078965,3.970907211826843
798,2.6,3.9699999999999998
799,2.6796754396929523,3.97183638380186
800,2.7,3.9699999999999998
801,2.779018321850805,3.9733175735802964
802,2.8000000000000003,3.9699999999999998
803,2.878396398170481,3.97439188517193
804,2.9000000000000004,3.9699999999999998
805,2.978724958734716,3.9738445251039383
806,3.0,3.9699999999999998
807,3.0794946015560307,3.97231590382426
808,3.1,3.9699999999999998
809,3.1799795986717228,3.970452225535886
810,3.2,3.9699999999999998
811,3.2800000000000002,3.9699999999999998
812,3.3000000000000003,3.9699999999999998
813,3.3800000000000003,3.9699999999999998
814,3.4000000000000004,3.9699999999999998
815,3.479979598671723,3.970452225535886
816,3.5,3.9699999999999998
817,3.5799795986717227,3.970452225535886
818,3.6,3.9699999999999998
819,3.6799795986717228,3.970452225535886
820,3.7,3.9699999999999998
821,3.779979598671723,3.970452225535886
822,3.8000000000000003,3.9699999999999998
823,3.879979598671723,3.970452225535886
824,3.9000000000000004,3.9699999999999998
825,3.979979598671723,3.970452225535886
826,4.0,3.9699999999999998
827,4.079979598671723,3.970452225535886
828,4.1000000000000005,3.9699999999999998
829,4.180000000000001,3.9699999999999998
830,4.2,3.9699999999999998
831,4.271641616143538,3.9807546101870943
832,4.3,3.9699999999999998
833,4.323360724708063,3.8934867557797075
834,4.346721449416126,3.9592617825582312
835,4.37008217412419,4.0357750267785235
836,4.393442898832253,3.9914764348835368
837,4.4,3.9699999999999998
838,4.429407979404084,3.9179046104829904
839,4.458815958808168,3.9923033386130395
840,4.4882239382122515,3.9997920509039697
841,4.5,3.9699999999999998
842,4.579018321850804,3.9733175735802964
843,4.6000000000000005,3.9699999999999998
844,4.680000000000001,3.9699999999999998
845,4.7,3.9699999999999998
846,4.78,3.9699999999999998
847,4.800000000000001,3.9699999999999998
848,4.880000000000001,3.9699999999999998
849,4.9,3.9699999999999998
850,4.98,3.9699999999999998
851,5.0,3.9699999999999998
852,5.08,3.9699999999999998
853,5.1000000000000005,3.9699999999999998
854,5.180000000000001,3.9699999999999998
855,5.2,3.9699999999999998
856,5.279675439692952,3.97183638380186
857,5.300000000000001,3.9699999999999998
858,5.366226492218826,3.9809958347271097
859,5.4,3.9699999999999998
860,5.473515487986678,3.980092294138282
861,5.5,3.9699999999999998
862,5.579979598671723,3.970452225535886
863,5.6000000000000005,3.9699999999999998
864,5.679979598671723,3.970452225535886
865,5.7,3.9699999999999998
866,5.78,3.9699999999999998
867,5.800000000000001,3.9699999999999998
868,5.880000000000001,3.9699999999999998
869,5.880000000000001,3.85
870,5.800000000000001,3.85
871,5.78,3.85
872,5.7,3.85
873,5.679979598671723,3.8504522255358857
874,5.6000000000000005,3.85
875,5.579979598671723,3.8504522255358857
876,5.5,3.85
877,5.48,3.85
878,5.4,3.85
879,5.380000000000001,3.85
880,5.300000000000001,3.85
881,5.279979598671723,3.8504522255358857
882,5.2,3.85
883,5.179979598671723,3.8504522255358857
884,5.1000000000000005,3.85
885,5.079979598671723,3.8504522255358857
886,5.0,3.85
887,4.979979598671723,3.8504522255358857
888,4.9,3.85
889,4.879979598671723,3.8504522255358857
890,4.800000000000001,3.85
891,4.779979598671723,3.8504522255358857
892,4.7,3.85
893,4.680000000000001,3.85
894,4.6000000000000005,3.85
895,4.563447638522048,3.8603277863849326
896,4.5,3.85
897,4.495243811390939,3.8652556148514643
898,4.471432858543205,3.9187465241555195
899,4.44762190569547,3.8423721925742678
900,4.423810952847735,3.773625668418749
901,4.4,3.85
902,4.3789992156791175,3.91024507351534
903,4.352666143786078,3.8576483823623224
904,4.326333071893039,3.782106544122338
905,4.3,3.85
906,4.278724958734716,3.8538445251039386
907,4.2,3.85
908,4.180000000000001,3.85
909,4.1000000000000005,3.85
910,4.079979598671723,3.8504522255358857
911,4.0,3.85
912,3.979979598671723,3.8504522255358857
913,3.9000000000000004,3.85
914,3.879979598671723,3.8504522255358857
915,3.8000000000000003,3.85
916,3.779979598671723,3.8504522255358857
917,3.7,3.85
918,3.6799795986717228,3.8504522255358857
919,3.6,3.85
920,3.58,3.85
921,3.5,3.85
922,3.4800000000000004,3.85
923,3.4000000000000004,3.85
924,3.3772137148335366,3.8561764236498277
925,3.3000000000000003,3.85
926,3.256104617529908,3.8562051641715773
927,3.2,3.85
928,3.1939785742202083,3.85829681632152
929,3.146989287110104,3.84585159183924
930,3.1,3.85
931,3.077470608074583,3.890711936467577
932,3.0387353040372918,3.829644031766212
933,3.0,3.85
934,2.979749738964023,3.8852211599006936
935,2.9398748694820114,3.8323894200496533
936,2.9000000000000004,3.85
937,2.8891291628216056,3.8662064998499552
938,2.8445645814108027,3.8418967500750227
939,2.8000000000000003,3.85
940,2.7919920659214186,3.8613957612487675
941,2.745996032960709,3.8443021193756164
942,2.7,3.85
943,2.6949956958618397,3.856782303961366
944,2.6474978479309197,3.8466088480193172
945,2.6,3.85
946,2.556741839505163,3.856700595310543
947,2.5,3.85
948,2.459359246173745,3.858456354189925
949,2.4000000000000004,3.85
